amount,hour,distance_km,device_score,international,merchant_risk,is_fraud
2587.01,15,1.62,0.835,0,0.19,0
6599.92,18,21.61,0.86,1,0.146,0
3819.94,20,19.22,0.732,0,0.29,0
3075.35,23,7.0,0.865,0,0.25,0
1900.93,2,0,0.812,0,0.634,0
3269.5,15,19.15,0.877,1,0.109,0
945.01,17,0,0.715,0,0.133,0
1605.13,4,1.9,0.749,0,0.117,0
4631.05,11,25.53,0.549,0,0.494,0
443.54,23,0,0.549,0,0.267,0
528.2,20,14.5,0.831,0,0.102,0
3576.65,14,0,0.81,0,0.221,0
1394.29,10,0,0.685,0,0.045,0
289.36,7,0,0.896,0,0.281,0
161.75,11,6.9,0.926,0,0.172,0
2030.48,5,23.19,0.736,0,0.27,0
4164.13,23,15.82,0.863,0,0.125,0
7729.23,12,8.5,0.799,0,0.276,0
648.92,23,32.99,0.88,0,0.303,0
2202.06,2,0,0.964,0,0.451,0
4675.81,5,7.05,0.928,0,0.387,0
715.02,2,3.55,0.885,0,0.118,0
2323.21,9,7.84,0.973,0,0.289,0
4973.2,10,1.6,0.759,0,0.439,0
3265.62,20,31.57,0.794,0,0.212,0
2596.18,6,24.92,0.917,0,0.418,0
3289.88,14,11.41,0.873,0,0.427,0
7770.1,11,10.04,0.75,0,0.344,0
1415.46,3,25.69,0.903,0,0.069,0
2399.37,3,22.85,0.763,0,0.355,0
825.43,22,4.46,0.949,0,0.08,0
4909.1,22,14.82,0.982,0,0.195,0
3337.59,2,0.33,0.86,0,0.134,0
13223.34,4,6.23,0.925,0,0.301,1
1316.06,16,14.22,0.738,0,0.457,0
943.44,21,0,0.877,0,0.402,0
3296.93,11,35.02,0.613,0,0.351,0
689.48,14,32.96,0.759,1,0.52,0
2105.86,9,0,0.836,0,0.327,0
6225.05,0,5.76,0.623,0,0.131,0
277.54,18,6.76,0.806,1,0.12,0
529.11,0,16.28,0.736,0,0.339,0
231.69,22,16.11,0.818,0,0.279,0
1324.47,9,0,0.715,0,0.544,0
1427.55,1,27.38,0.717,0,0.12,1
684.32,16,10.64,0.933,0,0.095,0
216.45,22,20.76,0.816,0,0.457,0
11375.32,10,22.53,0.958,0,0.107,0
11309.57,3,0,0.779,0,0.29,0
3323.29,21,0,0.79,1,0.135,0
2460.84,8,0,0.84,0,0.234,0
1186.76,14,0,0.357,1,0.349,0
751.42,18,13.77,0.745,0,0.3,0
619.82,1,0,0.918,0,0.164,0
1455.05,19,0,0.946,0,0.177,0
1211.66,18,2.81,0.816,1,0.212,0
1392.27,15,5.08,0.908,0,0.581,0
2085.37,14,19.58,0.674,0,0.238,0
1117.08,19,0,0.785,1,0.325,0
1678.78,11,12.69,0.864,0,0.125,0
1116.72,13,5.35,0.806,0,0.365,0
6532.32,0,14.05,0.977,0,0.263,0
1011.46,19,0,0.813,0,0.077,0
805.69,9,14.96,0.817,0,0.647,0
2008.78,4,3.67,0.91,1,0.465,0
8574.44,13,32.86,0.817,1,0.282,0
1896.49,6,35.68,0.465,0,0.133,0
25545.48,1,36.45,0.472,0,0.193,1
265.52,10,0,0.856,0,0.472,0
957.14,4,21.2,0.544,0,0.167,0
3553.1,6,16.88,0.658,0,0.061,0
1000.88,21,7.71,0.446,0,0.64,0
4422.86,9,5.65,0.756,0,0.463,0
479.46,23,31.07,0.687,0,0.19,0
1559.78,12,0,0.655,0,0.079,0
173.42,0,49.38,0.759,0,0.312,0
2769.49,22,15.35,0.967,0,0.234,0
745.32,19,0,0.685,0,0.293,0
853.18,17,0,0.734,0,0.322,0
2192.59,18,0,0.567,0,0.141,0
6588.9,23,0,0.914,0,0.439,0
1203.64,9,6.68,0.633,0,0.209,0
3692.03,7,13.75,0.889,0,0.37,0
379.63,20,26.88,0.798,0,0.614,0
3676.61,1,44.07,0.548,0,0.457,0
10445.73,19,0,0.567,0,0.123,0
1036.03,19,0,0.905,1,0.246,0
1515.79,22,7.96,0.758,0,0.277,0
299.79,11,33.13,0.794,1,0.241,0
850.42,2,22.5,0.748,0,0.465,0
2184.88,18,0,0.771,0,0.027,0
405.93,18,4.97,0.745,0,0.626,0
1744.55,9,0,0.907,0,0.107,0
1141.25,14,0.55,0.713,0,0.155,0
2723.73,11,0,0.609,0,0.548,0
1266.63,16,37.8,0.965,0,0.266,0
3034.83,22,0.71,0.927,0,0.487,0
703.76,23,0,0.905,0,0.175,0
11201.25,11,28.54,0.677,0,0.347,0
941.89,23,15.1,0.607,0,0.201,1
1962.49,16,0,0.953,0,0.303,0
3094.03,20,14.36,0.505,0,0.132,0
5779.73,9,18.42,0.888,0,0.242,0
3495.81,13,15.82,0.842,0,0.454,0
2658.7,12,12.89,0.938,0,0.256,0
358.51,6,0,0.876,0,0.621,0
3093.57,8,13.6,0.742,0,0.294,0
617.99,5,10.92,0.878,0,0.041,0
1295.04,13,4.91,0.869,1,0.257,0
1641.16,18,0,0.637,1,0.336,0
1093.93,14,36.8,0.771,0,0.235,0
525.29,13,0,0.795,0,0.29,0
855.46,2,0,0.788,0,0.326,0
4357.6,20,34.24,0.879,0,0.131,0
925.37,6,12.81,0.92,0,0.085,0
641.32,20,0,0.793,0,0.375,0
4966.17,19,0,0.431,0,0.279,0
532.29,9,0,0.733,0,0.112,0
1747.41,11,0,0.899,0,0.822,0
1119.05,23,0,0.854,0,0.427,0
1674.73,7,2.73,0.663,0,0.381,0
465.5,23,17.24,0.784,0,0.262,0
1421.2,1,27.46,0.67,0,0.152,0
465.82,20,0,0.762,0,0.246,0
636.14,19,12.83,0.602,0,0.519,0
263.66,23,0,0.35,0,0.456,0
447.32,1,9.85,0.946,0,0.445,0
2530.89,17,0,0.565,0,0.545,0
2297.79,16,10.49,0.843,1,0.08,0
1500.43,1,34.85,0.64,0,0.44,0
2731.1,13,23.84,0.926,1,0.166,0
1063.74,0,0,0.714,0,0.379,0
307.02,5,0,0.815,0,0.111,0
416.71,17,11.11,0.533,0,0.23,0
5267.93,14,2.25,0.6,0,0.355,0
6497.51,18,32.66,0.496,1,0.62,1
371.11,22,0,0.853,0,0.3,0
1929.5,7,10.0,0.81,0,0.466,0
536.33,15,0.73,0.536,0,0.765,0
1232.29,23,0,0.629,0,0.287,0
8497.28,16,19.12,0.613,0,0.218,0
258.68,23,0,0.749,0,0.379,0
390.63,3,17.42,0.888,0,0.057,0
5853.42,13,0,0.778,0,0.087,0
442.59,21,0,0.715,0,0.347,0
639.78,13,2.1,0.814,0,0.286,0
2559.48,3,23.97,0.778,0,0.073,0
2612.35,5,12.86,0.885,0,0.178,0
12840.36,7,1.07,0.842,0,0.136,0
398.24,2,0,0.799,0,0.315,0
2837.53,23,19.41,0.942,0,0.239,0
3247.99,9,17.61,0.593,0,0.556,0
440.16,17,6.71,0.733,0,0.143,0
10370.96,8,0,0.67,0,0.56,0
2120.6,19,0,0.702,0,0.219,0
2525.38,16,12.38,0.857,0,0.119,0
6952.59,12,32.92,0.819,0,0.33,0
3000.19,2,14.34,0.864,1,0.058,0
896.03,18,0,0.705,1,0.223,0
7038.28,9,3.61,0.907,0,0.388,0
1081.55,9,0,0.7,0,0.325,0
1928.69,1,5.56,0.387,0,0.213,0
749.45,22,3.02,0.545,0,0.35,0
2195.37,6,5.25,0.889,0,0.298,0
579.72,3,10.02,0.965,0,0.056,0
3873.28,4,3.72,0.921,0,0.073,0
438.86,13,1.74,0.809,0,0.397,0
4058.86,11,0,0.895,0,0.293,0
9136.99,7,13.89,0.764,0,0.456,0
4445.51,21,5.83,0.937,0,0.078,0
809.37,19,0,0.816,0,0.394,0
6428.98,9,9.49,0.981,0,0.138,0
1260.95,1,6.01,0.683,0,0.558,0
4175.78,10,8.44,0.566,0,0.046,0
993.81,14,15.06,0.61,0,0.17,0
1380.19,11,0,0.931,0,0.114,0
294.26,3,23.43,0.779,0,0.215,0
1534.68,23,0,0.708,0,0.425,0
1935.78,11,0,0.683,0,0.097,0
124.89,5,0,0.586,0,0.361,0
427.48,23,17.18,0.761,0,0.067,0
819.79,2,2.62,0.761,0,0.123,0
1349.39,13,20.65,0.651,0,0.043,0
1747.93,10,7.31,0.818,0,0.53,0
1690.04,0,4.83,0.646,0,0.343,0
1433.46,11,8.82,0.787,0,0.512,0
2625.91,12,22.91,0.758,1,0.122,0
1992.22,2,34.59,0.686,0,0.335,0
931.06,14,0,0.464,0,0.142,0
2548.88,12,29.19,0.529,0,0.196,0
1108.72,19,15.0,0.776,1,0.206,0
5031.07,0,25.54,0.86,1,0.258,1
1088.15,6,34.15,0.774,0,0.351,0
1936.62,11,24.17,0.865,0,0.226,0
826.44,18,16.62,0.904,0,0.387,1
4888.66,0,30.57,0.84,0,0.056,0
893.59,7,0,0.82,0,0.08,0
1528.91,20,27.52,0.877,0,0.058,0
2838.73,5,15.01,0.977,0,0.261,1
1718.09,9,0,0.867,0,0.086,0
1109.67,20,8.53,0.685,1,0.2,0
467.92,9,0,0.809,0,0.181,0
853.92,16,0,0.79,0,0.175,0
432.63,14,0,0.685,0,0.066,0
1277.36,15,2.64,0.706,0,0.465,0
441.35,8,12.06,0.897,0,0.203,0
3964.08,12,26.92,0.58,0,0.13,0
1227.24,12,12.4,0.819,0,0.243,0
727.24,15,32.14,0.759,0,0.256,0
189.75,16,1.1,0.58,1,0.236,0
1694.94,3,0,0.946,0,0.268,0
4898.69,12,27.98,0.745,0,0.081,0
26919.23,20,0,0.632,0,0.575,0
4833.77,1,12.75,0.736,0,0.389,0
1007.6,0,0,0.784,0,0.574,0
383.87,16,2.68,0.653,0,0.277,0
4626.51,9,16.29,0.741,0,0.12,0
1127.63,22,12.28,0.525,0,0.253,0
922.34,1,7.64,0.853,0,0.17,0
2780.52,13,3.08,0.643,0,0.233,0
1257.85,6,28.77,0.86,0,0.019,0
623.96,14,13.5,0.912,0,0.322,0
1405.04,17,20.17,0.897,0,0.212,0
3673.62,22,9.64,0.889,0,0.59,0
2923.97,7,0,0.623,0,0.666,0
189.44,22,9.24,0.888,0,0.62,0
2567.27,4,12.29,0.804,0,0.329,0
43150.43,2,4.36,0.66,0,0.18,1
10075.86,7,29.71,0.914,1,0.257,0
421.32,23,0,0.904,0,0.492,0
4024.84,18,0.83,0.789,0,0.052,0
1724.57,23,0,0.737,0,0.121,0
1967.71,8,7.97,0.732,0,0.293,0
2408.92,20,21.66,0.915,1,0.376,0
4736.38,9,10.9,0.965,0,0.074,0
1205.1,17,5.9,0.613,0,0.351,0
3976.76,13,29.33,0.738,0,0.074,0
4033.37,4,29.42,0.809,0,0.215,0
2479.21,0,13.4,0.957,0,0.616,1
211.12,9,0,0.506,0,0.184,0
1139.47,21,14.77,0.624,1,0.162,0
5390.38,14,25.76,0.547,0,0.04,0
1838.63,1,6.72,0.829,0,0.503,0
558.91,20,22.62,0.864,1,0.497,0
3741.79,4,0,0.771,0,0.461,0
2306.3,16,29.98,0.813,0,0.111,0
7673.34,21,0,0.91,0,0.629,0
1330.83,1,0,0.528,0,0.451,0
3090.1,7,12.69,0.565,0,0.199,0
1277.49,10,0,0.486,0,0.51,0
21857.85,2,0,0.781,0,0.285,0
886.01,21,5.16,0.826,0,0.502,0
32142.15,15,0,0.739,0,0.575,0
13177.13,14,11.97,0.621,0,0.298,0
1841.97,12,0,0.97,0,0.027,0
915.59,11,6.71,0.649,0,0.252,0
1134.64,20,41.01,0.758,0,0.141,0
14543.38,17,0,0.875,0,0.262,0
3596.3,20,2.22,0.888,0,0.27,0
1581.22,0,0,0.663,0,0.405,0
1848.8,20,4.58,0.446,0,0.301,0
696.55,18,26.28,0.793,0,0.194,0
644.1,13,16.67,0.6,0,0.354,0
811.63,8,13.89,0.738,0,0.398,0
4891.26,4,0,0.608,0,0.187,0
624.54,18,5.1,0.83,0,0.53,0
3183.46,3,13.25,0.642,0,0.379,0
5949.12,4,19.3,0.761,0,0.235,0
1757.02,4,10.19,0.74,1,0.143,0
5151.16,8,9.58,0.719,0,0.178,0
772.76,14,29.03,0.52,0,0.168,0
177.0,3,0,0.757,0,0.396,0
579.15,7,39.57,0.727,0,0.425,0
2631.74,1,0,0.968,0,0.121,0
1801.45,21,0,0.893,0,0.582,0
1948.32,10,0,0.963,0,0.424,0
583.96,19,0.61,0.916,0,0.399,0
198.26,19,0,0.764,0,0.181,0
1294.64,12,9.79,0.971,0,0.423,0
2070.79,14,22.36,0.719,0,0.017,0
4163.92,12,20.9,0.787,0,0.192,0
1527.7,22,20.68,0.873,0,0.426,0
1918.86,18,27.69,0.972,1,0.65,0
2154.15,9,46.99,0.778,0,0.053,0
762.45,12,0,0.693,0,0.119,0
6914.51,1,0,0.806,1,0.3,1
1842.06,10,4.5,0.731,0,0.144,0
2086.68,6,15.49,0.873,0,0.125,0
744.39,10,28.02,0.854,0,0.606,0
2693.71,22,11.31,0.822,0,0.313,0
7747.06,18,5.53,0.635,1,0.343,0
718.32,19,0,0.485,0,0.293,0
1156.31,19,11.19,0.686,0,0.061,0
2325.98,18,0,0.706,0,0.372,0
3422.76,22,0,0.845,1,0.258,1
1240.04,22,19.27,0.701,0,0.178,0
1749.94,10,26.19,0.897,0,0.245,0
10632.18,3,18.69,0.836,0,0.069,1
1516.29,8,26.18,0.922,0,0.631,0
1298.17,17,14.64,0.959,0,0.25,0
963.67,22,28.95,0.782,0,0.346,0
3718.61,19,13.59,0.901,0,0.308,0
2417.45,16,0,0.838,0,0.325,0
9963.12,10,25.97,0.673,0,0.27,0
4088.39,3,9.42,0.716,1,0.118,0
1564.4,22,13.65,0.885,0,0.216,0
2551.95,18,18.57,0.824,0,0.183,0
4790.57,4,11.46,0.874,0,0.34,1
1781.89,1,0,0.711,0,0.199,0
2130.06,7,1.4,0.802,0,0.235,0
1249.06,5,0,0.862,0,0.182,0
1004.71,2,8.81,0.601,0,0.288,0
1768.08,19,0,0.68,0,0.294,0
14864.74,22,0,0.792,0,0.299,0
752.13,13,0,0.841,0,0.499,0
327.85,18,11.67,0.853,0,0.291,0
933.59,17,9.23,0.954,0,0.146,0
1315.97,9,1.64,0.919,0,0.357,0
526.17,19,0,0.437,0,0.177,0
1923.24,13,0,0.89,0,0.683,0
499.51,15,0,0.832,0,0.268,0
1446.3,23,12.97,0.814,0,0.401,0
3142.42,9,0,0.823,0,0.222,0
631.73,5,10.04,0.801,0,0.104,0
479.82,19,20.75,0.555,0,0.232,0
3098.0,1,0,0.634,0,0.208,0
6206.96,12,0,0.815,0,0.184,0
1600.18,3,0,0.862,0,0.073,0
1601.18,12,0,0.798,0,0.332,0
2376.61,9,0,0.743,0,0.706,1
1237.44,8,13.18,0.888,0,0.441,0
509.3,21,28.8,0.508,0,0.227,0
1319.88,17,0,0.959,0,0.431,0
1212.96,9,0,0.668,0,0.456,0
1104.33,13,25.7,0.807,0,0.191,0
1435.79,9,0,0.98,0,0.05,0
8671.02,0,23.23,0.605,0,0.122,0
8500.59,8,20.9,0.672,0,0.387,0
11495.99,6,2.78,0.772,0,0.099,0
1029.23,15,6.2,0.827,0,0.417,0
2243.15,14,1.7,0.781,0,0.35,0
20034.5,19,0,0.826,0,0.172,0
6830.46,5,0,0.957,0,0.15,0
3101.5,5,14.32,0.736,0,0.061,0
4258.97,14,8.89,0.666,0,0.477,0
2942.2,0,5.56,0.806,0,0.143,0
4591.23,5,25.55,0.983,0,0.416,0
1202.91,1,32.17,0.983,0,0.006,0
1393.2,15,5.78,0.737,0,0.356,0
1270.93,12,5.24,0.826,0,0.437,0
4817.0,13,5.33,0.919,1,0.077,0
2281.83,17,0,0.679,0,0.416,0
3983.89,6,3.42,0.884,0,0.366,0
5761.44,12,19.41,0.84,0,0.517,1
4786.4,23,16.04,0.7,0,0.3,0
8450.05,7,15.05,0.884,0,0.347,0
1858.45,3,26.01,0.802,0,0.135,0
607.6,20,0.77,0.924,0,0.383,0
3951.25,18,15.75,0.757,0,0.623,0
465.91,14,15.17,0.836,0,0.468,0
1413.03,13,0,0.969,0,0.256,0
7350.25,23,27.31,0.55,0,0.191,0
1746.31,22,0,0.724,0,0.107,0
4847.33,18,12.32,0.419,0,0.229,0
2293.29,5,0,0.831,0,0.182,0
1591.62,5,1.71,0.714,0,0.157,0
2360.91,2,12.52,0.863,0,0.441,0
946.73,1,37.49,0.613,0,0.205,0
13355.23,8,0,0.579,0,0.152,0
6054.05,16,5.53,0.722,0,0.233,0
2474.89,13,31.65,0.789,0,0.511,0
5107.81,2,41.05,0.946,0,0.143,1
3593.03,13,32.79,0.735,0,0.634,0
2599.34,15,18.77,0.983,0,0.201,0
401.13,23,14.47,0.936,0,0.356,0
852.41,13,0,0.649,0,0.63,0
2229.45,3,0,0.899,0,0.238,0
3753.64,8,7.76,0.678,0,0.228,0
502.11,0,32.76,0.912,0,0.694,1
2838.89,5,0,0.739,1,0.285,0
14290.26,13,0,0.949,1,0.452,0
1884.47,18,0,0.813,0,0.131,1
3478.11,10,27.42,0.809,0,0.153,0
399.4,19,33.63,0.522,0,0.587,0
2399.81,23,41.39,0.823,0,0.25,0
1086.21,6,0,0.972,1,0.291,0
530.3,1,40.61,0.643,1,0.333,1
1755.96,3,4.25,0.531,0,0.209,0
2633.68,7,0.22,0.771,0,0.315,0
408.38,18,15.91,0.431,0,0.19,0
3979.37,1,1.32,0.821,0,0.205,0
3985.34,14,24.61,0.937,1,0.468,0
1121.4,5,0,0.548,0,0.086,0
2044.47,14,0,0.885,0,0.205,0
752.81,23,22.78,0.849,0,0.211,0
2065.34,8,14.81,0.699,0,0.368,0
2129.73,1,0,0.766,0,0.181,0
9520.53,0,13.24,0.818,0,0.135,0
2399.63,12,0,0.833,0,0.112,0
1030.47,18,0,0.807,1,0.035,0
135.61,20,5.31,0.716,0,0.241,0
525.65,20,6.53,0.866,1,0.126,0
321.33,15,16.73,0.772,0,0.316,0
3179.59,12,30.53,0.592,0,0.078,0
1664.89,19,7.83,0.848,0,0.29,0
4261.82,15,0.83,0.688,0,0.491,0
891.62,5,41.06,0.784,0,0.329,0
2283.57,22,10.27,0.849,0,0.219,0
2369.86,12,24.32,0.66,0,0.326,0
1265.59,14,0,0.939,0,0.168,0
895.8,9,0,0.614,0,0.229,0
1312.42,4,2.07,0.764,1,0.492,0
2298.0,22,4.37,0.802,1,0.447,0
6888.7,16,4.5,0.762,0,0.483,0
1120.96,20,19.87,0.957,0,0.251,0
2306.5,4,1.01,0.798,0,0.638,0
1222.49,18,0,0.959,0,0.687,0
8970.9,5,13.53,0.572,0,0.407,0
725.98,18,3.73,0.647,0,0.149,0
8533.25,8,15.93,0.887,0,0.2,0
1243.13,11,13.01,0.937,1,0.312,0
1634.05,11,2.19,0.857,0,0.107,0
2054.25,2,9.84,0.959,0,0.088,0
2619.12,10,0,0.749,0,0.045,0
8555.06,19,6.71,0.719,1,0.304,0
2274.87,18,16.75,0.938,1,0.531,0
5711.29,1,0,0.564,1,0.347,0
932.64,11,0,0.943,0,0.785,1
1908.83,10,23.89,0.728,0,0.173,0
2504.63,13,18.01,0.922,0,0.337,0
3723.62,19,0,0.934,0,0.366,0
6342.4,20,0,0.398,0,0.285,0
629.47,8,23.06,0.792,0,0.426,1
3933.3,6,8.25,0.726,0,0.218,0
1441.79,15,10.3,0.961,0,0.144,0
564.68,1,0,0.764,0,0.439,1
359.0,16,8.7,0.88,0,0.147,0
6161.06,2,4.41,0.604,0,0.175,0
1293.34,1,17.34,0.756,0,0.638,0
3227.65,14,10.12,0.48,0,0.279,0
2266.09,15,4.42,0.754,0,0.133,0
12855.1,15,26.66,0.538,0,0.35,0
510.4,1,11.25,0.934,1,0.523,0
4498.93,13,0,0.801,0,0.264,0
1080.98,11,7.12,0.808,0,0.3,0
21061.59,21,0,0.68,0,0.114,0
1025.3,2,2.71,0.848,0,0.148,0
7081.37,18,5.23,0.755,1,0.576,0
13978.25,18,26.88,0.618,0,0.122,0
5424.92,22,29.06,0.878,0,0.374,0
1004.85,22,0,0.787,0,0.12,0
2884.16,22,9.71,0.744,0,0.214,0
3029.56,4,16.51,0.638,0,0.37,0
2211.33,21,0,0.655,0,0.38,0
540.08,18,0,0.936,1,0.819,0
3433.34,18,27.12,0.568,1,0.197,0
2083.47,8,28.89,0.751,0,0.123,1
440.64,6,17.85,0.597,0,0.28,0
6981.91,2,37.6,0.708,0,0.163,0
268.55,11,29.36,0.784,1,0.483,0
917.0,22,0.65,0.911,0,0.274,0
311.82,0,0,0.68,0,0.275,0
1618.8,6,3.22,0.888,0,0.15,0
1183.96,10,10.41,0.803,0,0.182,0
2779.7,4,0,0.835,1,0.359,0
2196.9,15,0,0.747,0,0.167,0
2951.59,17,13.76,0.615,0,0.162,0
5713.91,17,3.04,0.639,0,0.6,0
910.29,1,0,0.664,0,0.036,0
744.09,22,18.08,0.834,0,0.316,0
6201.23,12,1.89,0.861,0,0.18,0
1666.22,23,15.32,0.71,0,0.133,0
484.47,9,10.91,0.848,0,0.34,0
2308.65,16,4.61,0.593,0,0.642,0
769.2,17,21.77,0.687,0,0.103,0
3578.06,3,0,0.884,0,0.428,0
13023.27,14,28.77,0.505,0,0.395,0
1837.53,7,6.24,0.962,0,0.395,0
2604.18,1,16.77,0.815,0,0.408,0
3642.65,5,27.27,0.822,0,0.419,0
4724.22,14,28.86,0.962,0,0.387,0
1679.56,4,11.79,0.826,0,0.258,0
889.25,15,28.44,0.761,0,0.382,0
244.4,17,14.77,0.784,0,0.517,0
1559.61,9,29.49,0.837,0,0.346,0
1678.87,21,21.61,0.879,1,0.276,0
1046.95,23,10.95,0.748,1,0.222,0
3315.94,6,14.75,0.932,0,0.051,0
3785.2,14,38.46,0.897,0,0.342,0
192.49,23,10.32,0.765,1,0.142,0
758.28,23,15.53,0.732,0,0.122,0
4506.74,12,17.89,0.82,0,0.239,0
1802.75,0,4.72,0.909,0,0.165,0
1095.34,18,0,0.886,0,0.118,0
1051.84,14,0,0.741,0,0.049,0
1345.0,21,0,0.851,0,0.341,0
3964.17,22,1.69,0.955,0,0.267,0
2845.44,15,0,0.574,0,0.11,0
344.16,16,2.89,0.837,0,0.861,0
7180.13,15,1.84,0.659,0,0.259,0
2539.09,8,0,0.955,0,0.127,0
1642.39,0,2.53,0.887,0,0.345,0
2989.11,1,0,0.623,0,0.677,0
2854.56,18,0,0.864,0,0.134,0
122.67,8,0,0.824,0,0.27,0
669.49,23,0.3,0.683,0,0.47,0
2577.59,12,0,0.987,0,0.362,0
4146.37,7,1.57,0.49,1,0.192,0
9630.81,11,0,0.852,0,0.279,0
3332.09,9,23.21,0.967,0,0.066,0
656.35,12,38.15,0.868,0,0.595,0
1821.7,4,12.09,0.738,0,0.352,0
522.97,16,0,0.728,0,0.233,0
62615.86,4,0,0.803,0,0.291,0
4026.89,0,33.78,0.803,1,0.151,0
586.67,2,7.7,0.801,0,0.266,0
2638.9,23,0,0.832,1,0.298,0
1144.56,6,0,0.804,0,0.493,0
3097.77,20,20.18,0.649,0,0.088,0
728.21,0,14.19,0.406,0,0.436,0
1587.62,14,0,0.977,0,0.183,0
2720.12,7,35.16,0.88,0,0.104,0
1114.64,16,0,0.772,0,0.157,0
847.35,3,33.31,0.913,0,0.258,0
2748.18,23,42.48,0.774,0,0.274,0
1855.66,6,0,0.901,0,0.177,0
460.27,21,29.33,0.88,0,0.303,0
8204.52,13,0,0.754,0,0.29,0
2858.77,20,5.88,0.629,0,0.464,0
4534.64,18,0,0.801,0,0.216,0
817.11,12,0,0.82,0,0.196,0
2466.21,13,17.16,0.609,0,0.194,0
689.73,16,0,0.936,1,0.089,0
2101.75,11,0,0.898,0,0.441,0
2455.72,9,0,0.952,0,0.284,0
756.01,22,3.07,0.82,0,0.228,0
1058.22,0,0,0.774,0,0.265,0
1743.7,13,0,0.924,0,0.065,0
220.58,6,12.03,0.622,0,0.34,0
3524.66,23,5.78,0.842,0,0.171,0
359.66,22,0,0.786,0,0.267,0
5124.24,16,12.26,0.533,0,0.241,0
4333.34,17,8.74,0.747,0,0.19,0
10699.62,17,0,0.714,0,0.289,0
1407.31,0,7.08,0.87,0,0.092,1
1617.45,10,14.93,0.884,1,0.114,0
1906.13,22,30.6,0.683,0,0.114,0
6127.81,22,8.65,0.566,0,0.271,0
4022.17,7,29.96,0.924,0,0.165,0
1399.55,8,0.34,0.814,1,0.15,0
103.35,0,8.41,0.921,0,0.229,0
4172.88,21,0,0.67,0,0.175,0
4674.6,19,9.64,0.786,0,0.245,0
4171.48,1,0,0.744,0,0.101,0
464.27,9,30.83,0.694,0,0.238,0
2094.83,9,9.48,0.681,0,0.231,0
3635.67,3,2.91,0.937,0,0.325,0
825.96,23,13.11,0.647,0,0.203,0
892.66,1,11.24,0.668,1,0.595,1
1023.3,20,14.07,0.869,0,0.155,0
13665.62,19,0,0.685,0,0.059,0
632.76,6,0,0.744,1,0.691,0
2203.97,13,6.92,0.69,0,0.117,0
987.06,22,21.83,0.596,0,0.602,0
10545.79,3,9.89,0.671,0,0.25,0
6736.97,1,21.75,0.929,0,0.533,1
1884.37,21,20.21,0.892,0,0.122,0
4577.95,22,12.9,0.479,0,0.328,0
899.27,12,1.81,0.925,0,0.312,0
8300.97,22,5.4,0.733,0,0.083,0
1029.94,15,7.55,0.616,0,0.227,0
3901.73,21,0,0.639,0,0.283,0
18022.68,18,4.76,0.803,0,0.394,0
13060.92,23,19.45,0.653,0,0.024,0
5040.64,2,15.32,0.683,0,0.057,0
1154.5,3,1.27,0.616,0,0.543,0
19387.29,22,0,0.647,0,0.173,0
583.54,13,15.02,0.981,0,0.226,0
5028.13,12,0,0.911,0,0.362,0
1755.4,14,0,0.768,0,0.392,0
7718.78,21,18.01,0.912,0,0.326,0
10684.07,20,10.92,0.843,0,0.349,0
1201.92,12,0,0.762,0,0.254,0
580.62,13,33.24,0.86,0,0.206,0
1780.98,21,12.89,0.858,0,0.417,0
61.34,21,21.66,0.914,0,0.135,0
2150.53,13,4.88,0.51,1,0.237,0
2068.68,15,31.65,0.765,0,0.182,0
3051.8,17,15.07,0.504,0,0.025,0
7024.83,6,29.41,0.966,0,0.204,0
4223.81,10,5.04,0.737,0,0.021,0
720.33,8,21.59,0.833,0,0.197,0
3659.08,14,0,0.631,0,0.452,0
1087.04,8,3.5,0.834,0,0.245,0
451.47,2,0,0.56,0,0.583,0
3551.72,1,22.97,0.958,0,0.167,0
1237.28,7,7.26,0.827,1,0.396,0
15554.38,21,17.83,0.849,0,0.103,0
3492.16,0,10.2,0.781,0,0.576,0
3042.97,2,0,0.688,0,0.19,0
903.72,12,0,0.769,0,0.068,0
1861.38,23,8.3,0.913,0,0.44,0
2047.2,5,12.94,0.79,0,0.124,0
1131.76,16,10.44,0.366,0,0.189,0
601.25,23,9.07,0.78,0,0.597,0
3233.8,18,0,0.802,1,0.123,0
4325.93,22,64.79,0.67,0,0.284,1
3247.74,15,0,0.533,0,0.188,0
1173.58,6,11.62,0.787,0,0.295,0
15587.56,14,0,0.786,0,0.298,0
868.23,3,7.6,0.891,0,0.12,0
2161.95,23,9.69,0.699,1,0.27,0
6415.68,21,7.23,0.904,0,0.51,0
7106.32,15,4.38,0.765,0,0.38,0
229.25,5,4.71,0.651,0,0.502,0
287.6,16,26.98,0.566,0,0.471,0
1239.91,5,15.46,0.68,0,0.135,0
7923.46,3,29.72,0.806,0,0.143,0
982.59,12,14.72,0.956,0,0.333,0
1938.89,18,29.88,0.568,0,0.075,0
445.64,23,0,0.784,0,0.256,0
6017.65,19,2.92,0.728,0,0.426,0
537.95,4,0,0.961,0,0.165,0
269.52,9,0,0.93,1,0.265,0
1594.24,13,12.74,0.586,0,0.066,0
3002.37,2,0,0.916,0,0.285,0
1373.92,6,3.62,0.566,0,0.264,0
730.6,17,9.72,0.906,0,0.045,0
3167.69,3,0,0.932,0,0.063,0
379.72,14,0,0.715,0,0.044,0
2139.02,13,0,0.499,0,0.49,0
7654.6,1,0,0.608,0,0.091,0
